dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,prediction,confidence
0.08988094329833984,tcp,-,ACC,6,0,311,0,3460.1327999830232,64,64,27681.062399864186,0.0,0,0,17.97618865966797,0.0,23.82339989973877,0.0,0,0,0,0,0.0,0.0,0.0,51.833333333333336,0.0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Normal,0.03515625
0.08922100067138672,tcp,-,ACC,6,0,414,0,4640.163155363155,64,64,37121.30524290524,0.0,0,0,17.844200134277344,0.0,23.92084184291637,0.0,0,0,0,0,0.0,0.0,0.0,69.0,0.0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Normal,0.03515625
0.0,udp,https,-,1,0,57,0,0.0,128,64,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57.0,0.0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Attack,0.5
0.0,udp,-,-,1,0,55,0,0.0,53,64,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,55.0,0.0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Normal,0.03515625
0.08920693397521973,tcp,dns,ACC,7,0,329,0,3688.054115741619,128,64,29504.432925932953,0.0,0,0,14.867822329203287,0.0,22.495981395622977,0.0,0,0,0,0,0.0,0.0,0.0,47.0,0.0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Attack,0.9921875
0.08848881721496582,tcp,dns,ACC,7,0,329,0,3717.983925593225,128,64,29743.8714047458,0.0,0,0,14.748136202494303,0.0,22.420051027925567,0.0,0,0,0,0,0.0,0.0,0.0,47.0,0.0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Attack,0.9921875
0.08038496971130371,tcp,-,ACC,6,0,354,0,4403.80833968543,64,64,35230.46671748344,0.0,0,0,16.076993942260742,0.0,18.249297898542608,0.0,0,0,0,0,0.0,0.0,0.0,59.0,0.0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Normal,0.03515625
0.08038187026977539,tcp,-,ACC,6,0,348,0,4329.334448577174,64,64,34634.67558861739,0.0,0,0,16.076374053955078,0.0,18.250661116764142,0.0,0,0,0,0,0.0,0.0,0.0,58.0,0.0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Normal,0.03515625
0.07627677917480469,tcp,dns,ACC,7,0,334,0,4378.790027756245,128,64,35030.32022204996,0.0,0,0,12.712796529134115,0.0,21.134417983923043,0.0,0,0,0,0,0.0,0.0,0.0,47.714285714285715,0.0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Attack,0.96484375
0.07577300071716309,tcp,dns,ACC,7,0,334,0,4407.9025093214605,128,64,35263.220074571684,0.0,0,0,12.628833452860514,0.0,20.588209387706097,0.0,0,0,0,0,0.0,0.0,0.0,47.714285714285715,0.0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Attack,0.96484375
0.06520700454711914,tcp,-,ACC,6,0,358,0,5490.207723639661,64,64,43921.66178911729,0.0,0,0,13.041400909423828,0.0,16.659761338791853,0.0,0,0,0,0,0.0,0.0,0.0,59.666666666666664,0.0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Normal,0.03515625
0.06449294090270996,tcp,-,ACC,6,0,352,0,5457.961678798387,64,64,43663.693430387095,0.0,0,0,12.898588180541992,0.0,16.790031356202768,0.0,0,0,0,0,0.0,0.0,0.0,58.666666666666664,0.0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Normal,0.03515625
0.0,tcp,https,ACC,1,0,41,0,0.0,128,64,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,41.0,0.0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Attack,0.5
0.0,tcp,-,ACC,1,0,52,0,0.0,52,64,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52.0,0.0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Normal,0.03515625
0.0,tcp,https,ACC,1,0,41,0,0.0,128,64,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,41.0,0.0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Attack,0.5
0.0,tcp,-,ACC,1,0,52,0,0.0,240,64,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52.0,0.0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Attack,0.99609375
5.192824125289917,tcp,https,ACC,3,0,121,0,23.30138612064866,128,64,186.4110889651893,0.0,0,0,2596.4120626449585,0.0,2559.388041496277,0.0,0,0,0,0,0.0,0.0,0.0,40.333333333333336,0.0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Attack,0.5
5.040485143661499,tcp,-,ACC,2,0,92,0,18.252211320509826,52,64,146.0176905640786,0.0,0,0,5040.485143661499,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46.0,0.0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Normal,0.0078125
0.09907793998718262,tcp,dns,ACC,7,0,333,0,3360.990348033872,128,64,26887.922784270977,0.0,0,0,16.51298999786377,0.0,21.412212289226897,0.0,0,0,0,0,0.0,0.0,0.0,47.57142857142857,0.0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Attack,0.9921875
0.09636402130126953,tcp,dns,ACC,7,0,333,0,3455.6465733089217,128,64,27645.172586471374,0.0,0,0,16.060670216878254,0.0,21.738718941900995,0.0,0,0,0,0,0.0,0.0,0.0,47.57142857142857,0.0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Attack,0.9921875
0.08353686332702637,tcp,-,ACC,6,0,366,0,4381.299290197187,64,64,35050.39432157749,0.0,0,0,16.707372665405273,0.0,21.78684449000025,0.0,0,0,0,0,0.0,0.0,0.0,61.0,0.0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Normal,0.03515625
0.08187413215637207,tcp,-,ACC,6,0,427,0,5215.3224559921955,64,64,41722.579647937564,0.0,0,0,16.374826431274414,0.0,21.972055147044344,0.0,0,0,0,0,0.0,0.0,0.0,71.16666666666667,0.0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Normal,0.03515625
0.0,udp,dns,-,1,0,67,0,0.0,128,64,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,67.0,0.0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Attack,0.9921875
0.0,udp,-,-,1,0,206,0,0.0,64,64,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,206.0,0.0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Normal,0.03515625
0.0820469856262207,tcp,dns,ACC,7,0,333,0,4058.6500217940893,128,64,32469.200174352714,0.0,0,0,13.674497604370117,0.0,21.438498519931542,0.0,0,0,0,0,0.0,0.0,0.0,47.57142857142857,0.0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Attack,0.9921875
0.0823678970336914,tcp,dns,ACC,7,0,333,0,4042.837221688337,128,64,32342.697773506698,0.0,0,0,13.727982838948568,0.0,21.57458228067813,0.0,0,0,0,0,0.0,0.0,0.0,47.57142857142857,0.0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Attack,0.9921875
0.07604217529296875,tcp,-,ACC,6,0,366,0,4813.118491020367,64,64,38504.94792816294,0.0,0,0,15.20843505859375,0.0,20.321111857029834,0.0,0,0,0,0,0.0,0.0,0.0,61.0,0.0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Normal,0.03515625
0.07681584358215332,tcp,-,ACC,6,0,363,0,4725.5876271381085,64,64,37804.70101710487,0.0,0,0,15.363168716430664,0.0,24.22723936726115,0.0,0,0,0,0,0.0,0.0,0.0,60.5,0.0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Normal,0.03515625
